Chapter;Latin Text;Old High German Text;Biblical References
VII, 8;Ecce positus est hic in ruinam et resurrectionem multorum in Israhel et in signum cui contradicetur,  et tuam ipsius animam pertransiet gladius, ut revelentur ex multis cordibus cogitationes.;Seno nu these ist gisezit in fal inti in urresti managero in Israhel inti in zeichan themo man uuidarquidit, inti thîn selbes ferah thuruhferit suert, thaz uuerden intrigane fon managen herzun githanca.;Lc 2 35
VII, 9;"Et erat Anna prophetissa, filia Fanuel de tribu Aser; hæc processerat in diebus multis, et vixerat cum viro suo annis septem a virginitate sua,  et haec vidua usque ad annos octuaginta quattuor, quæ non discedebat de templo, ieiuniis et observationibus serviens die ac nocte.";Uuas thô thâr Anna uuizzaga, dohter Fanueles fon cunne Aseres, thiu gigienc fram in managa taga inti lebeta mit ira gommanne sibun iâr fon ira magadheiti, inti thiu uuas uuituua unzan fioru inti ahtuzug iaro, thiu nirfuor nio fon themo temple, uzouh mit fastun inti mit gibetu thionota tages inti nahtes.;Lc 2 36-37
VII, 10; Et haec ipsa hora superveniens confitebatur domino et loquebatur de illo omnibus qui exspectabant redemptionem Hierusalem.;Thiu thô in thero selbun ziti quementi lobota truhtin inti sprah fon imo allem them thie thar beitotun arlósnessi Hierusalem.;Lc 2 38
VII, 11; Et ut perfecerunt omnia secundum legem domini, reversi sunt in Galileam in civitatem suam Nazareth.;Inti thô sie gifremitun allu after truhtines euuu, vvurbun thô zi Galileu in ira burg Nazareth.;Lc 2 39
VIII, 1;Cum ergo natus esset Ihesus in Bethleem Iudeae, in diebus Herodis regis, ecce magi ab oriente venerunt Hierusolymam  dicentes: ubi est qui natus est rex Iudæorum? vidimus enim stellam eius in oriente et venimus adorare eum.;Mithiu ther heilant giboran uuard in Bethleem Iudeno burgi, in tagun Herodes thes cuninges, senu thô magi óstana quamun zi Hierusalem sus quedante: uuar ist ther thie giboran ist Iudeno cuning? uuir gisahumes sínan sterron in ostarlante inti quamumes inan zi betonne.;Mt 2 1-2
VIII, 2;Audiens autem Herodes rex turbatus est et omnis Hierusolima cum illo,  et congregans omnes principes sacerdotum et scribas populi sciscitabatur ab eis, ubi Christus nasceretur.;Thô thaz gihorta Herodes ther cuning, uuard gitruobit inti al Hierusalem mit imo, inti gisamanota then hêrduom thero biscofo in thie gilêrtun thes folkes, eisgota fon in, uuar Christ gibôran uuari.;Mt 2 3-4
VIII, 3;At illi dixerunt ei: in Bethleem Iudeae. Sic enim scriptum est per prophetam:  et tu Bethleem terra Iuda, nequaquam minima es in principibus Iuda, ex te enim exiet iudex, qui reget populum meum Israhel.;Sie thô quadun imo: in Bethleem Iudeno burgi. Sô ist giscriban thuruh then uuîzzagon: thu Bethleem Iudeno erda, nio in altere bist thu minnista in then heriston Iudeno, uuanta fon thir quimit tuomo, thie rihtit mîn folc Israhel.;Mt 2 5-6
VIII, 4;Tunc Herodes clam vocatis magis diligenter didicit ab eis tempus stellæ quæ apparuit eis,  et mittens illos in Bethleem dixit: ite et interrogate diligenter de puero: cum inveneritis, renuntiate mihi, ut et ego veniens adorem eum.;"Thô Herodes tougolo gihaloten magin gernlicho lerneta fon in thie zît thes sterren thie sih in araugta, in santa sie in Bethleem sus quedanti: faret inti fraget gernilicho fon themo kinde; thanne ir iz findet, thanne cundet iz mir, thaz ih thara queme inti beto inan.";Mt 2 7-8
VIII, 5; Qui cum audissent regem abierunt, et ecce stella quam viderant in oriente antecedebat eos, usque dum veniens staret supra ubi erat puer.;"Thô sie gihortun then cuning, fuorun; senu thô sterro then sie gisahun in óstarlante forafuor sie, unz her quementi stuont oba thar thie kneht uuas.";Mt 2 9
VIII, 6;Videntes autem stellam gavisi sunt gaudio magno valde,  et intrantes domum invenerunt puerum cum Maria matre sua, et procidentes adoraverunt eum.;Sie thô gisehente then sterron gifahun mihhilemo gifehen thrato, inti ingangante in hûs fundun then kneht mit Mariun sinero muoter, inti nidarfallente betotun inan.;Mt 2 10-11
VIII, 7; Et apertis thesauris suis obtulerunt ei munera, aurum tus et myrram.;Inti gioffonoten iro tresofazzon brahtun imo geba, gold inti uuihrouh inti myrrun.;
VIII, 8; Et responso accepto in somnis, ne redirent ad Herodem, per aliam viam reversi sunt in regionem suam.;Inti inphanganemo antvvurte in troume, thaz sie ni vvurbin zi Herode, thuruh anderan uueg vvurbun zi iro lantscheffi.;Mt 2 12
IX, 1; Qui cum recessissent, ecce angelus domini apparuit in somnis Ioseph dicens:;Thô sie thanan fuorun, girado gotes engil araugta sih Iosebe in troume sus quedenti:;Mt 2 13
IX, 2; Surge et accipe puerum et matrem eius et fuge in Aegyptum et esto ibi usque dum dicam tibi, futurum est enim, ut Herodis quærat puerum ad perdendum eum.;Arstant inti nim thaz thegankind inti sine muoter inti fliuh in Ægyptum inti uuis thar, unzan ih thir quede, uuanta zuouuart ist, thaz Herodis suochit then kneht zi forliosenne.;
IX, 3;Qui consurgens accepit puerum et matrem eius nocte, et recessit in Aegyptum  et erat ibi usque ad obitum Herodis,;Her thô arstantanti inti nam then kneht inti sine muoter nahtes inti fuor in Egyptum inti uuas thar unzan hínafart Hêrodes,;Mt 2 14-15
IX, 4; Ut adimpleretur quod dictum est a domino per prophetam dicentem: ex Ægypto vocavi filium meum.;Thaz vvurdi gifullit thaz giquetan uuas fon truhtine thuruh then uuîzzagon sus quedantan: fon Ægyptin gihalota ih mînan sun.;
X, 1; Tunc Herodes videns quoniam illusus esset a magis, iratus est valde et mittens occidit omnes pueros qui erant in Bethleem et in omnibus finibus eius, a bimatu et infra, secundum tempus quod exquisierat a magis.;Thô Herodes gisah uuanta her bitrogan uuas fon then magin, balg sih harto inti sententi arsluog alle thie knehta thie thar uuârun in Bethleem inti in allen ira marcun, zuuiiarigu in innan thes, after thero ziti thaz her suohta fon then magin.;Mt 2 16
X, 2; Tunc adimpletum est quod dictum est per Hieremiam prophetam dicentem:;Thô uuard gifullit thaz thar giquetan uuas thuruh Hieremiam then uuîzzagon sus quedantan:;Mt 2 17
X, 3; Vox in Rama audita est, ploratus et ululatus multus, Rachel plorans filios suos, et noluit consolari, quia non sunt.;Stemma in hóhi gihorit uuard mihiles vvuoftes inti uueinonnes, Rachel uuiof ira suni inti ni uuolta sih fluobiren, uuanta sie ni uuârun.;Mt 2 18
XI, 1;Defuncto autem Herode ecce apparuit angelus domini in somnis Ioseph in Aegypto  dicens: surge et accipe puerum et matrem eius et vade in terram Israhel, defuncti sunt enim qui quærebant animam pueri.;Thô Herod arstarb, arougta sih truhtines engil in troume Iosebe in Aegypto sus quedanti: arstant inti nim then kneht inti sina muoter inti far in erda Israhel, uuanta arstorbana sint thie thar suohtun thes knehtes sela.;Mt 2 19-20
XI, 2; Qui surgens accepit puerum et matrem eius et venit in terram Israhel.;Her thô arstantanti nam then kneht inti sina muoter inti quam zi erdu Israhel.;Mt 2 21
XI, 3; Audiens autem quod Archelaus regnaret in Iudæa pro Herode patre suo, timuit illo ire.;Thô her gihorta thaz Archelaus richisota in Iudeon after Herode sinemo fater, forhta imo thara faren.;Mt 2 22
XI, 4;"Et admonitus in somnis secessit in partes Galileæ  et veniens habitavit in civitate, quæ vocatur Nazareth;";"Inti gimanot in troume fuor in teil Galileæ, inti thô her thara quam, artota in theru burgi thiu thar ist giheizzan Nazareth;";Mt 2 22 23
XI, 5; Ut adimpleretur quod dictum est per prophetas: quoniam Nazareus vocabitur.;Zi thiu thaz gifullit vvurdi thaz giquetan uuas thuruh thie uuîzagon: uuanta her Nazareus uuirdit ginemnit.;
XII, 1;Puer autem crescebat et confortabatur plenus sapientia, et gratia dei erat in illo,  et ibant parentes eius per omnes annos in Hierusalem in die solenni paschæ.;Ther kneht uuârlicho vvuohs inti strangeta fol spahidu, inti gotes geba uuas in imo, inti fuorun sine eldiron giiaro in Hierusalem in itmalemo tage ôstrono.;Lc 2 40-41
XII, 2;Et cum factus fuisset annorum duodecim, ascendentibus illis in Hierusolymam secundum consuetudinem diei festi,  consummatisque diebus cum redirent, remansit puer Ihesus in Hierusalem, et non cognoverunt parentes eius.;Inti mit thiu her uuard giuuortan zuelif iaro, in ûfstiganten zi Hierusalem after thero giuuonu thes itmalen tages, gifulten tagun mit thiu sie heim vvurbun, uuoneta ther kneht Heilant in Hierusalem, inti ni forstuontun thaz sine eldiron.;Lc 2 42-43
XII, 3;Existimantes autem esse in comitatu, venerunt iter diei et requirebant eum inter cognatos et notos,  et non invenientes regressi sunt in Hierusalem requirentes eum.;Uuântun in uuesan in thero samantferti, quamun eines tages uueg inti suohtun inan untar sinen magun inti sinen kundon inti inan ni findanti fuorun uuidar zi Hierusalem inan suochenti.;Lc 2 44-45
XII, 4; Et factum est, post triduum invenerunt illum in templo sedentem in medio doctorum, audientem illos et interrogantem eos.;Uuard thô, after thrin tagun fundun inan in themo temple sizzantan untar mitten then lerarin, horantan thie inti fragentan.;Lc 2 46
XII, 5;Stupebant autem omnes qui eum audiebant super prudentiam et responsis eius  et videntes admirati sunt.;Arquamun thô alle thie inan gihortun ubar sinan uuîstuom inti sín antvvurti, inti sehente vvuntorotun.;Lc 2 47-48
XII, 6; Et dixit mater eius ad illum: fili, quid fecisti nobis sic? ecce pater tuus et ego dolentes quærebamus te.;Thô quad sîn moter zi imo: sun, ziu tati thu uns sô? ih inti thîn fater serente suohtumes thih.;
XII, 7; Et ait ad illos: quid est quod me quærebatis? nesciebatis, quia in his quae patris mei sunt oportet me esse?;Inti her quad zi in: uuaz ist thaz ir mih suohtut? ni uuestut ir, thaz in then thiu mines fater sint gilimphit mir uuesan?;Lc 2 49
XII, 8;Et ipsi non intellexerunt verbum quod locutus est ad illos,  et discendit cum eis et venit Nazareth et erat subditus illis.;Inti sie ni forstuontun thaz uuort thaz her sprah zi in, inti nidarstigenti mit in quam zi Nazareth, uuas in untarthiutit.;Lc 2 50-51
XII, 9;Et mater eius conservabat omnia verba haec in corde suo,  et Ihesus proficiebat sapientia aetate et gratia apud deum et homines.;Inti sín muoter bihielt allu thisu uuort in ira herzen, inti ther heilant thêh in spahidu inti in altere inti in gebu mit gote inti mit mannun.;Lc 2 52
XIII, 1;Anno quintodecimo imperii Tiberii Cæsaris, procurante Pontio Pilato ludæam, tetrarcha autem Galileæ Herode, Philippo autem fratre eius tetrarcha Ituræ et Trachonitidis regionis, et Lysania tetrarcha Abilinæ,  sub principibus sacerdotum Anna et Caipha, factum est verbum dei super Iohannem Zachariæ filium in deserto.;In themo finftazehenten iare thes rihtuomes Tiberii thes keisores, forasuorgentemo themo Pontisken Pilato Iudæam hêrtuom habentemo Herode in Galileu inti Philippo sinemo bruoder heristen in lantskeffin Ituræ inti Trachonitidis inti Lysaniuse heristen in thero steti thiu Abilina uuas heizzan, untar then heriston biscofun Anna inti Caipha, uuas giuuortan gotes uuort ubar Iohannem Zachariases sun in thero vvuostinnu.;Lc 3 1-2
XIII, 2; Et venit in omnem regionem Iordanis praedicans baptismum pænitentiæ in remissionem peccatorum dicens: pænitentiam agite, adpropinquavit enim regnum cælorum.;Inti quam her in alle thie lantscaf Iordanis predigonti toufi riuua in forlaznessi suntono, sus quedanti: tuot riuua, uuanta nahit sih himilo richi.;"Lc 3 3; Mt 3 2"
XIII, 3;Hic est enim qui dictus est per Esaiam prophetam dicentem: vox clamantis in deserto: parate viam domini, rectas facite semitas eius. Omnis vallis implebitur et omnis mons et collis humiliabitur, et erunt prava in directa et aspera in vias planas,  et videbit omnis caro salutare dei.;Thiz ist ther fon themo gikundit uuas thuruh Esaiam uuizagon sus quedantan: stemna ruofentes in vvuostinnu: garuuet trohtines uueg, tuot rehto sino stiga. Íogiuuelih tal uuerde gifullit inti íogiuuelih berg inti nollo uuerde giôdmuotigot, inti uuerde abahu in rehtu inti unebanu in slehta uuega, inti gisihit íogiuuelih fleisc gotes heili.;"Lc 3 3; Lc 3 5-6"
XIII, 4;Hic venit in testimonium, ut testimonium perhiberet de lumine, ut omnes crederent per illum.  Non erat ille lux, sed ut testimonium perhiberet de lumine.  Erat lux vera, quæ inluminat omnem hominem venientem in mundum.;Thie quam zi urcunde, thaz her giuuizscaf sageti fon liohte, thaz alle giloubtin thuruh inan. Ni uuas her thaz lioht, uzouh thaz her giuuizscaf sageti fon demo liohte. Uuas uuâr lioht, thaz inliuhtita íogiuuelichan man quementan in thesa uueralt.;Jn 1 7-8
XIII, 5;In mundo erat et mundus per ipsum factus est, et mundus eum non cognovit.  In propria venit et sui eum non receperunt.;Her uuas in therro uueralti inti uueralt uuard thuruh inan gitan, inti uueralt ni forstuont inan. Her quam in sîn eigan inti sine ni intphiengun inan.;Jn 1 10-11
XIII, 6;Quotquot autem receperunt eum, dedit eis potestatem filios dei fieri, his qui credunt in nomine eius:  qui non ex sanguinibus neque ex voluntate carnis neque ex voluntate viri, sed ex deo nati sunt.;Sô uueliche sô inan intphiengun, sô gab her im giuualt gotes suni zi uuesanne, then thie dar giloubtun in sînan namon: thie nalles fon bluote noh fon fleiskes luste noh fon gommannes uuillen, ouh fon gote giborane uuarun.;Jn 1 12-13
XIII, 7; Et verbum caro factum est et habitavit in nobis, et vidimus gloriam eius, gloriam quasi unigeniti a patre, plenum gratiæ et veritatis.;Inti uuort uuard fleisc gitan inti artota in uns, inti uuir gisahumes sina diurida, soliha só thiu diurida ist einages fon fater, fol geba inti uuâres.;Jn 1 14
XIII, 8; Iohannes testimonium perhibet de ipso et clamat dicens: hic erat quem dixi vobis, qui post me venturus est, ante me factus est, quia prior me erat.;Iohannes giuuizscaf saget fon imo inti ruofit sus quedenti: thiz ist ther fon demo ih íu quad, thie dar after mir quementi ist, fora mir gitân ist, uuanta her êr mir uuas.;Jn 1 15
XIII, 9;Et de plenitudine eius nos omnes accipimus et gratiam pro gratia,  quia lex per Moysen data est, gratia et veritas per Ihesum Christum facta est.;Inti fon sínero folnessi uuir alle inphahemes inti geba furi geba, uuanta euua thuruh Moysen gigeban ist, geba inti uuâr thuruh Heilant Christ gitán ist.;Jn 1 16-17
XIII, 10; Deum nemo vidit umquam, unigenitus filius, qui est in sinu patris, ipse narravit.;Got nioman ni gisah io in altere, thie einago sun, thie dar ist innan themo fater, her gisageta iz.;Jn 1 18
XIII, 11; Ipse autem Iohannes habebat vestimentum de pilis camelorum et zonam pelliciam circa lumbos suos, esca autem eius erat locusta et mel silvestre.;Ther selbo Iohannes habeta giuuâti fon harirun olbentono inti fillinan bruohhâh umbi sino lentin, sîn muos uuas heuuiskrekco inti uuildi honag.;Mt 3 4
XIII, 12;Tunc exiebat ad eum Hierusolima et omnis Iudæa et omnis regio circa Iordanem,  et baptizabantur in Iordane ab eo, confitentes peccata sua.;Thô gieng zi imo Hierusolima inti al Iudæa inti al thiu lantscaf umbi Iordanem inti vvurdun gitoufte in Iordane fon imo, bigehente iro suntono.;Mt 3 5-6
XIII, 13; Videns autem multos Phariseorum et Sadducæorum venientes ad baptismum suum dixit eis: progenies viperarum, quis demonstravit vobis fugere a futura ira?;Thô her gisah manage thero Pharisæorum inti Sadducæorum quemente zi sínero toufi, quad in: cunni natrono, uuer gizeichonota iu zi fliohenne fon thero zuouuartun gibulihti?;Mt 3 7
XIII, 14;"Facite ergo fructum dignum pænitentiæ,  et ne velitis dicere intra vos: patrem habemus Abraham; dico enim vobis, quoniam potest deus ex lapidibus istis suscitare filios Abraham.";"Tuot uuârlicho uuirdigan uuahsmon íuuara riuua inti ni curet quedan untar íu: uuir habemes fater Abrahamen; ih quidu íu, uuanta mahtig ist got, fon thesen steinun aruuekkan Abrahames barn.";Mt 3 8-9
XIII, 15;" Iam enim securis ad radicem arborum posita est; omnis ergo arbor quæ non facit fructum bonum, excidetur et in ignem mittetur.";"Giu ist accus gisezzit zi vvurzulun thero boumo; íogiuuelih boum thie dar ni tuot guotan uuahsmon, uuirdit furhouuan inti in fuir gisentit.";Mt 3 10
XIII, 16;Et interrogabant eum turbæ dicentes: quid ergo faciemus?  Respondens autem dicebat illis: qui habet duas tonicas, det non habenti, et qui habet escas, similiter faciat.;"Thô fragetun in thio menigi inti quadun: uuaz sculun uuir tuon? Her antlingota thô inti quad in: ther thie habe zua tunichun, gebe themo thie ni habe; ther thie habe muos, tuo selbsama.";Lc 3 10-11
XIII, 17;Venerunt autem et publicani, ut baptizarentur, et dixerunt ad illum: magister, quid faciemus?  At ille dixit ad eos: nihil amplius quam constitutum est vobis faciatis.;Quamun thô thie firnfollun man, thaz sie vvurdin gitoufit, inti quadun zi imo: meistar, uuaz tuomes? Her thô quad zi in: niouuiht mer thanne íu gisezzit sí tuot ir.;Lc 3 12-13
XIII, 18; Interrogabant eum et milites dicentes: quid faciemus et nos? Et ait illis: neminem concutiatis neque calumniam faciatis et contenti estote stipendiis vestris.;Fragetun in thô thie kemphon inti quadun: uuaz tuon uuir? Inti quad in: niomannen ni bliuuet noh harm ni tuot inti sít giuago iuuara lîbnara.;Lc 3 14
